exp_simu,cycle,nb_minifarms,cspNumber,crop_residue_price,delivered_price,collected_price,month,yearNb,biomass4milk,milk4minifarm,milk4collected,milk4traditional,milk2autoconsumption,milk2milkery,milk2market,producedMilk,minifarmIncome,minifarmExpense,collectedIncome,collectedExpense,traditionalIncome,traditionalExpense,producedCI,collectedCI,biomassHead,biomassHa,cowDensity,cowNb,milkingNb,minifarmNb,collectedNb,traditionalNb,pastoral4minifarm,pastoral4collected,pastoral4others,nmPastoral4collected,nmPastoral4others,residue4minifarm,residue4collected,residue4others,complement4minifarm,complement4collected,complement4others
0,27,30,17,50,340,300,27,2,27.716215225441815,211.15557534159575,15.828874920252241,2.104610516079644,14207.0,97342.07599105284,70413.15660924741,280629.4279263323,419213.24301197013,71630.57867641101,75778.77323544378,14043.04873186507,1016.8832380117199,0.0,17309.607944479973,8073.088933672937,137.610020129422,40.870872529928285,0.2970050617788537,236171,69108,211,33183,202988,108.31115068319144,108.3111506831913,108.31115068319093,108.31115068319117,108.31115068319117,101.68884931680856,18.66676545221373,1.7317658692594664,30.0,0.6426395939086295,0.0
0,28,30,17,50,340,300,28,2,35.85594821962547,224.5,17.34525443479999,0.09616171946821911,586.0,75646.90207569259,51081.64608009919,130289.81562480016,442547.0833333333,148400.0,61051.16143807547,26594.932862769332,52.07854916837968,0.0,1661.4268833708566,2590.97273520775,117.44829054977913,35.72537205648867,0.30417958311063603,241876,47253,212,36555,205321,0.0,89.75379929131842,92.44210184143799,92.44210184143934,92.44210184143941,165.0,22.022725217279042,2.653211796669453,75.0,7.753086419753086,0.0
0,28,30,17,50,340,300,28,2,40.848615134687414,224.5,16.571146004169528,0.0923163547723275,567.0,68923.92047279213,40948.626241842794,113427.66111684221,445724.1666666667,147700.0,53820.640896932404,22302.73280788745,37.88601506112235,0.0,1588.8165615510939,2351.74722845013,120.28539797442691,35.72537205648867,0.2970050617788537,236171,46096,211,33183,202988,0.0,91.65983978289452,94.67515412561154,94.67515412561234,94.67515412561168,165.0,20.84051736391562,2.6221783081249144,75.0,7.188679245283019,0.0
0,28,30,17,50,340,300,28,2,39.36564732418575,224.5,19.413943746545005,0.08836541745047424,590.0,66692.04396021714,47580.735562317204,117748.17324020473,433379.1666666667,144900.0,58730.88717789639,24629.715502061237,37.678251427629014,0.0,1613.50770290896,2591.843981552184,120.76298679637293,35.72537205648867,0.295830477567831,235237,45898,207,29419,205818,0.0,91.70657954823078,95.05105840067662,95.0510584006768,95.0510584006771,165.0,23.76006365562457,2.5670297880718613,75.0,8.457419683834779,0.0
0,28,30,17,50,340,300,28,2,42.031340703384444,224.5,16.654700228667995,0.09023761885862157,528.0,69018.76499045573,37689.53593851901,110256.03570796522,453204.1666666667,148400.0,54071.39151432214,22475.672685874855,34.617307402837575,0.0,1600.4850087153563,2261.3888494756425,118.35155074373361,35.72537205648867,0.3018580815543748,240030,46842,212,32022,208008,0.0,90.06783419564937,93.15304680665014,93.15304680664907,93.15304680665035,165.0,21.277594656672157,2.6756149811959067,75.0,7.1988751757537885,0.0
0,29,30,17,50,340,300,29,2,59.64260999227154,224.5,17.093566640725395,0.09463479769150529,642.0,58795.1106085547,41865.10425151725,104348.26397701312,433379.1666666667,144900.0,51686.448553187816,20906.84986736283,41.47949276969112,0.0,2001.4744038111435,3025.1158676648033,166.20171941058706,49.167534025828616,0.295830477567831,235237,45898,207,29419,205818,0.0,126.21243980901545,130.8153247703373,130.815324770338,130.81532477033883,165.0,16.538573889166067,2.4857772705272994,75.0,8.457419683834779,0.0
0,29,30,17,50,340,300,29,2,61.56469377635628,224.5,14.68947428110345,0.09646091159975488,612.0,61230.482045363846,36148.981430522435,101125.1757540642,445724.1666666667,147700.0,47693.996294310804,19044.00635761738,36.85691768850262,0.0,1950.2677099335558,2725.594418170004,165.54443123409845,49.167534025828616,0.2970050617788537,236171,46096,211,33183,202988,0.0,126.1481135649423,130.29798134826117,130.29798134826055,130.29798134825975,165.0,14.978053489464015,2.5376352219736225,75.0,7.188679245283019,0.0
0,29,30,17,50,340,300,29,2,62.89509988138241,224.5,14.84430391226776,0.09941914091097964,564.0,62114.2263678798,33078.05753757735,99038.9988200067,453204.1666666667,148400.0,48224.880457658546,19325.991129103222,40.635567473039714,0.0,1920.3265510705687,2571.656622244178,162.88294741902374,49.167534025828616,0.3018580815543748,240030,46842,212,32022,208008,0.0,123.95709400728741,128.2031602424713,128.2031602424697,128.20316024247083,165.0,15.615917746481012,2.5943194118538564,75.0,7.1988751757537885,0.0
0,29,30,17,50,340,300,29,2,54.45547936807148,224.5,15.207055257123958,0.10084677595273467,626.0,66134.01202926594,44989.36098601058,114889.57253183292,442547.0833333333,148400.0,53481.50312728669,22557.953575967378,51.58523629988815,0.0,2009.8165203586138,3020.307876977193,161.63982316967483,49.167534025828616,0.30417958311063603,241876,47253,212,36555,205321,0.0,123.52489915653506,127.22471246837304,127.22471246837232,127.2247124683711,165.0,15.436350883919308,2.5658246239088855,75.0,7.753086419753086,0.0
0,30,30,17,50,340,300,30,2,44.89170144044256,224.5,16.98947493936046,0.05149848856906416,540.0,58420.27219161253,41383.83860602737,102009.79308834882,433379.1666666667,144900.0,51380.83895867831,24760.50217501246,21.842583676639908,0.0,1777.6259575470074,2922.2319127185046,119.17050784941418,35.25426824909315,0.295830477567831,235237,45898,207,29419,205818,0.0,90.49726201572629,93.7976378503384,93.79763785033805,93.79763785033772,165.0,24.003162898856996,2.5670297880718613,75.0,8.457419683834779,0.0
