#;bioma;champsTrouve;champsTrouvebiomass;consumed;eauTrouve;hcarbon_impact;herd_kmT;herd_size;htype;income;location;milk;milking_nb;name;pcTrouve;stock;stock_month;test;total_crb_consumed;total_pb_consumed;transhumance
518;0.0;true;true;0.0;true;0.0;0.0;32.0;'medium';0.0;{26469.699255728006,39272.42589353811,0.0};0.0;3.0;'Troupeau518';false;0.0;0.0;'ras';0.0;0.0;false
519;0.0;true;true;0.0;true;0.0;5.0;15.0;'minifarm';0.0;{45571.544079449246,9870.609716557705,0.0};0.0;12.0;'Troupeau519';true;0.0;0.0;'cell5345';0.0;0.0;false
520;0.0;true;true;0.0;false;0.0;0.0;10.0;'small';0.0;{34110.4371852165,53973.33398202831,0.0};0.0;1.0;'Troupeau520';false;0.0;0.0;'ras';0.0;0.0;false
521;0.0;true;true;0.0;true;0.0;0.0;133.0;'large';0.0;{35201.97117514343,12390.765388870312,0.0};0.0;13.0;'Troupeau521';false;0.0;0.0;'ras';0.0;0.0;false
522;0.0;false;true;0.0;true;0.0;0.0;221.0;'large';0.0;{61944.55392835317,4410.27242654706,0.0};0.0;22.0;'Troupeau522';false;0.0;0.0;'ras';0.0;0.0;false
523;0.0;true;true;0.0;true;0.0;8.0;15.0;'minifarm';0.0;{93053.27264127063,35912.218330454634,0.0};0.0;12.0;'Troupeau523';true;0.0;0.0;'cell18487';0.0;0.0;false
524;0.0;true;true;0.0;false;0.0;0.0;256.0;'large';0.0;{122524.69036929768,26251.621586589645,0.0};0.0;25.0;'Troupeau524';false;0.0;0.0;'ras';0.0;0.0;false
525;0.0;false;true;0.0;false;0.0;0.0;90.0;'large';0.0;{121978.92337433422,55233.41181818461,0.0};0.0;9.0;'Troupeau525';false;0.0;0.0;'ras';0.0;0.0;false
526;0.0;true;true;0.0;true;0.0;4.0;15.0;'minifarm';0.0;{66310.68988806088,15330.94700656835,0.0};0.0;12.0;'Troupeau526';true;0.0;0.0;'cell8597';0.0;0.0;false
527;0.0;true;true;0.0;false;0.0;0.0;33.0;'medium';0.0;{77771.79678229363,56073.46370895548,0.0};0.0;3.0;'Troupeau527';false;0.0;0.0;'ras';0.0;0.0;false
528;0.0;true;true;0.0;false;0.0;8.0;33.0;'medium';0.0;{104514.37953550337,11970.739443484877,0.0};0.0;3.0;'Troupeau528';true;0.0;0.0;'cell4999';0.0;0.0;false
529;0.0;true;true;0.0;true;0.0;0.0;32.0;'medium';0.0;{16645.893346385656,39692.45183892354,0.0};0.0;3.0;'Troupeau529';false;0.0;0.0;'ras';0.0;0.0;false
530;0.0;true;true;0.0;false;0.0;0.0;13.0;'small';0.0;{82137.93274200134,44312.73723816332,0.0};0.0;1.0;'Troupeau530';false;0.0;0.0;'ras';0.0;0.0;false
531;0.0;false;true;0.0;false;0.0;0.0;43.0;'medium';0.0;{113246.65145491879,68674.2420705185,0.0};0.0;4.0;'Troupeau531';false;0.0;0.0;'ras';0.0;0.0;false
532;0.0;true;true;0.0;true;0.0;5.0;15.0;'minifarm';0.0;{42296.94210966846,8190.505935015968,0.0};0.0;12.0;'Troupeau532';true;0.0;0.0;'cell5345';0.0;0.0;false
533;0.0;true;true;0.0;false;0.0;0.0;12.0;'small';0.0;{21557.79630105683,61953.82694435156,0.0};0.0;1.0;'Troupeau533';false;0.0;0.0;'ras';0.0;0.0;false
534;0.0;false;true;0.0;true;0.0;0.0;12.0;'small';0.0;{61944.55392835317,1470.09080884902,0.0};0.0;1.0;'Troupeau534';false;0.0;0.0;'ras';0.0;0.0;false
535;0.0;true;true;0.0;true;0.0;0.0;33.0;'medium';0.0;{48300.37905426657,1890.1167542344542,0.0};0.0;3.0;'Troupeau535';false;0.0;0.0;'ras';0.0;0.0;false
536;0.0;true;true;0.0;true;0.0;0.0;54.0;'large';0.0;{55395.3499887916,27931.72536813138,0.0};0.0;5.0;'Troupeau536';false;0.0;0.0;'ras';0.0;0.0;false
537;0.0;false;true;0.0;false;0.0;0.0;28.0;'small';0.0;{818.650492445196,630.0389180781515,0.0};0.0;2.0;'Troupeau537';false;0.0;0.0;'ras';0.0;0.0;false
538;0.0;false;true;0.0;true;0.0;0.0;2.0;'small';0.0;{818.650492445196,32972.03671275659,0.0};0.0;0.0;'Troupeau538';false;0.0;0.0;'ras';0.0;0.0;false
539;0.0;false;true;0.0;false;0.0;0.0;24.0;'medium';0.0;{94144.80663119756,72034.44963360198,0.0};0.0;2.0;'Troupeau539';false;0.0;0.0;'ras';0.0;0.0;false
540;0.0;false;true;0.0;true;0.0;0.0;43.0;'medium';0.0;{122524.69036929768,2310.1426996198884,0.0};0.0;4.0;'Troupeau540';false;0.0;0.0;'ras';0.0;0.0;false
541;0.0;true;true;0.0;false;0.0;0.0;38.0;'medium';0.0;{67402.22387798781,62793.87883512243,0.0};0.0;3.0;'Troupeau541';false;0.0;0.0;'ras';0.0;0.0;false
542;0.0;true;true;0.0;false;0.0;0.0;2.0;'small';0.0;{73951.42781754938,53553.30803664287,0.0};0.0;0.0;'Troupeau542';false;0.0;0.0;'ras';0.0;0.0;false
543;0.0;true;true;0.0;false;0.0;0.0;38.0;'medium';0.0;{46117.31107441271,56493.48965434091,0.0};0.0;3.0;'Troupeau543';false;0.0;0.0;'ras';0.0;0.0;false
544;0.0;true;true;0.0;false;0.0;0.0;31.0;'medium';0.0;{60853.01993842624,84635.227995165,0.0};0.0;3.0;'Troupeau544';false;0.0;0.0;'ras';0.0;0.0;false
545;0.0;true;true;0.0;false;0.0;0.0;39.0;'medium';0.0;{91415.97165638024,58593.61938126809,0.0};0.0;3.0;'Troupeau545';false;0.0;0.0;'ras';0.0;0.0;false
546;0.0;true;true;0.0;false;0.0;0.0;10.0;'small';0.0;{92507.50564630715,15330.94700656835,0.0};0.0;1.0;'Troupeau546';false;0.0;0.0;'ras';0.0;0.0;false
547;0.0;false;true;0.0;false;0.0;0.0;124.0;'large';0.0;{88141.36968659944,69514.29396128937,0.0};0.0;12.0;'Troupeau547';false;0.0;0.0;'ras';0.0;0.0;false
548;0.0;false;true;0.0;false;0.0;0.0;36.0;'medium';0.0;{103422.84554557643,83375.1501590087,0.0};0.0;3.0;'Troupeau548';false;0.0;0.0;'ras';0.0;0.0;false
549;0.0;true;true;0.0;false;0.0;0.0;32.0;'medium';0.0;{54849.58299382814,45572.815074319624,0.0};0.0;3.0;'Troupeau549';false;0.0;0.0;'ras';0.0;0.0;false
550;0.0;false;true;0.0;false;0.0;0.0;-2.0;'small';0.0;{98510.94259090527,74554.60530591458,0.0};0.0;-1.0;'Troupeau550';false;0.0;0.0;'ras';0.0;0.0;false
551;0.0;true;true;0.0;true;0.0;2.0;15.0;'minifarm';0.0;{45025.77708448578,17851.102678880958,0.0};0.0;12.0;'Troupeau551';true;0.0;0.0;'cell9242';0.0;0.0;false
552;0.0;true;true;0.0;true;0.0;10.0;15.0;'minifarm';0.0;{111609.3504700284,29611.829149673118,0.0};0.0;12.0;'Troupeau552';true;0.0;0.0;'cell15540';0.0;0.0;false
553;0.0;true;true;0.0;true;0.0;0.0;33.0;'medium';0.0;{42842.709104631926,50193.100473559396,0.0};0.0;3.0;'Troupeau553';false;0.0;0.0;'ras';0.0;0.0;false
554;0.0;false;true;0.0;true;0.0;0.0;25.0;'medium';0.0;{121978.92337433422,1890.1167542344542,0.0};0.0;2.0;'Troupeau554';false;0.0;0.0;'ras';0.0;0.0;false
555;0.0;true;true;0.0;true;0.0;0.0;17.0;'small';0.0;{2455.951477335588,40532.503729694414,0.0};0.0;1.0;'Troupeau555';false;0.0;0.0;'ras';0.0;0.0;false
556;0.0;true;true;0.0;false;0.0;0.0;75.0;'large';0.0;{121433.15637937075,39272.42589353811,0.0};0.0;7.0;'Troupeau556';false;0.0;0.0;'ras';0.0;0.0;false
557;0.0;true;true;0.0;true;0.0;8.0;15.0;'minifarm';0.0;{109972.049485138,40952.529675079844,0.0};0.0;12.0;'Troupeau557';true;0.0;0.0;'cell20582';0.0;0.0;false
558;0.0;false;true;0.0;true;0.0;0.0;12.0;'medium';0.0;{1364.4174874086602,30031.855095058552,0.0};0.0;1.0;'Troupeau558';false;0.0;0.0;'ras';0.0;0.0;false
559;0.0;false;true;0.0;false;0.0;0.0;70.0;'large';0.0;{110517.81648010146,77494.78692361261,0.0};0.0;7.0;'Troupeau559';false;0.0;0.0;'ras';0.0;0.0;false
560;0.0;true;true;0.0;false;0.0;0.0;8.0;'small';0.0;{39568.10713485114,49353.04858278853,0.0};0.0;0.0;'Troupeau560';false;0.0;0.0;'ras';0.0;0.0;false
561;0.0;true;true;0.0;false;0.0;0.0;67.0;'large';0.0;{89778.67067148983,62373.85288973699,0.0};0.0;6.0;'Troupeau561';false;0.0;0.0;'ras';0.0;0.0;false
562;0.0;true;true;0.0;true;0.0;0.0;231.0;'large';0.0;{84321.00072185519,2310.1426996198884,0.0};0.0;23.0;'Troupeau562';false;0.0;0.0;'ras';0.0;0.0;false
563;0.0;false;true;0.0;false;0.0;0.0;38.0;'medium';0.0;{120341.62238944383,78754.86475976893,0.0};0.0;3.0;'Troupeau563';false;0.0;0.0;'ras';0.0;0.0;false
564;0.0;true;true;0.0;true;0.0;0.0;101.0;'large';0.0;{37930.80614996075,25411.569695818776,0.0};0.0;10.0;'Troupeau564';false;0.0;0.0;'ras';0.0;0.0;false
565;0.0;false;true;0.0;true;0.0;0.0;12.0;'small';0.0;{89778.67067148983,78754.86475976893,0.0};0.0;1.0;'Troupeau565';false;0.0;0.0;'ras';0.0;0.0;false
566;0.0;false;true;0.0;true;0.0;0.0;9.0;'small';0.0;{8459.388421933694,3570.2205357761914,0.0};0.0;0.0;'Troupeau566';false;0.0;0.0;'ras';0.0;0.0;false
567;0.0;true;true;0.0;false;0.0;7.0;20.0;'medium';0.0;{118704.32140455343,45572.815074319624,0.0};0.0;2.0;'Troupeau567';true;0.0;0.0;'cell24714';0.0;0.0;false
568;0.0;true;true;0.0;true;0.0;0.0;6.0;'small';0.0;{114883.95243980919,53133.28209125744,0.0};0.0;0.0;'Troupeau568';false;0.0;0.0;'ras';0.0;0.0;false
569;0.0;true;true;0.0;true;0.0;8.0;15.0;'minifarm';0.0;{101239.77756572259,30871.90698582942,0.0};0.0;12.0;'Troupeau569';true;0.0;0.0;'cell15070';0.0;0.0;false
570;0.0;true;true;0.0;true;0.0;0.0;52.0;'medium';0.0;{41751.175114705,36752.2702212255,0.0};0.0;5.0;'Troupeau570';false;0.0;0.0;'ras';0.0;0.0;false
571;0.0;true;true;0.0;true;0.0;9.0;15.0;'minifarm';0.0;{96327.8746110514,35072.166439683766,0.0};0.0;12.0;'Troupeau571';true;0.0;0.0;'cell18718';0.0;0.0;false
572;0.0;false;true;0.0;true;0.0;0.0;49.0;'large';0.0;{12825.524381641406,16591.024842724655,0.0};0.0;4.0;'Troupeau572';false;0.0;0.0;'ras';0.0;0.0;false
573;0.0;true;true;0.0;true;0.0;0.0;26.0;'medium';0.0;{25923.932260764544,31711.95887660029,0.0};0.0;2.0;'Troupeau573';false;0.0;0.0;'ras';0.0;0.0;false
574;0.0;false;true;0.0;true;0.0;0.0;50.0;'medium';0.0;{13917.058371568335,630.0389180781515,0.0};0.0;5.0;'Troupeau574';false;0.0;0.0;'ras';0.0;0.0;false
575;0.0;true;true;0.0;false;0.0;0.0;10.0;'small';0.0;{22649.33029098376,62793.87883512243,0.0};0.0;1.0;'Troupeau575';false;0.0;0.0;'ras';0.0;0.0;false
576;0.0;true;true;0.0;false;0.0;8.0;25.0;'medium';0.0;{89232.90367652637,27511.699422745947,0.0};0.0;2.0;'Troupeau576';true;0.0;0.0;'cell14128';0.0;0.0;false
577;0.0;true;true;0.0;true;0.0;0.0;36.0;'medium';0.0;{77771.79678229363,71614.42368821654,0.0};0.0;3.0;'Troupeau577';false;0.0;0.0;'ras';0.0;0.0;false
578;0.0;false;true;0.0;false;0.0;0.0;39.0;'medium';0.0;{112700.88445995533,80014.94259592523,0.0};0.0;3.0;'Troupeau578';false;0.0;0.0;'ras';0.0;0.0;false
579;0.0;true;true;0.0;false;0.0;5.0;17.0;'small';0.0;{106151.68052039375,18271.128624266392,0.0};0.0;1.0;'Troupeau579';true;0.0;0.0;'cell9124';0.0;0.0;false
580;0.0;true;true;0.0;true;0.0;0.0;20.0;'medium';0.0;{59761.485948499314,40112.477784308976,0.0};0.0;2.0;'Troupeau580';false;0.0;0.0;'ras';0.0;0.0;false
581;0.0;true;true;0.0;false;0.0;0.0;60.0;'large';0.0;{71222.59284273206,64894.008562049596,0.0};0.0;6.0;'Troupeau581';false;0.0;0.0;'ras';0.0;0.0;false
582;0.0;true;true;0.0;true;0.0;0.0;7.0;'small';0.0;{88687.13668156292,50193.100473559396,0.0};0.0;0.0;'Troupeau582';false;0.0;0.0;'ras';0.0;0.0;false
583;0.0;true;true;0.0;false;0.0;0.0;40.0;'medium';0.0;{74497.19481251284,66154.0863982059,0.0};0.0;4.0;'Troupeau583';false;0.0;0.0;'ras';0.0;0.0;false
584;0.0;true;true;0.0;true;0.0;9.0;15.0;'minifarm';0.0;{108334.74850024762,32972.03671275659,0.0};0.0;12.0;'Troupeau584';true;0.0;0.0;'cell16459';0.0;0.0;false
585;0.0;false;true;0.0;false;0.0;0.0;15.0;'small';0.0;{113792.41844988226,66994.13828897676,0.0};0.0;1.0;'Troupeau585';false;0.0;0.0;'ras';0.0;0.0;false
586;0.0;true;true;0.0;true;0.0;9.0;15.0;'minifarm';0.0;{55941.11698375506,11550.713498099443,0.0};0.0;12.0;'Troupeau586';true;0.0;0.0;'cell4452';0.0;0.0;false
587;0.0;true;true;0.0;false;0.0;7.0;20.0;'small';0.0;{95236.34062112447,15330.94700656835,0.0};0.0;2.0;'Troupeau587';true;0.0;0.0;'cell6815';0.0;0.0;false
588;0.0;true;true;0.0;true;0.0;0.0;35.0;'medium';0.0;{32473.136200326113,13230.81727964118,0.0};0.0;3.0;'Troupeau588';false;0.0;0.0;'ras';0.0;0.0;false
589;0.0;true;true;0.0;false;0.0;10.0;147.0;'large';0.0;{85958.3017067456,44732.763183548755,0.0};0.0;14.0;'Troupeau589';true;0.0;0.0;'cell23981';0.0;0.0;false
590;0.0;true;true;0.0;true;0.0;0.0;42.0;'medium';0.0;{75588.72880243977,3570.2205357761914,0.0};0.0;4.0;'Troupeau590';false;0.0;0.0;'ras';0.0;0.0;false
591;0.0;true;true;0.0;true;0.0;7.0;15.0;'minifarm';0.0;{109426.28249017455,1470.09080884902,0.0};0.0;12.0;'Troupeau591';true;0.0;0.0;'cell424';0.0;0.0;false
592;0.0;false;true;0.0;false;0.0;0.0;20.0;'small';0.0;{115429.71943477265,82955.12421362326,0.0};0.0;2.0;'Troupeau592';false;0.0;0.0;'ras';0.0;0.0;false
593;0.0;true;true;0.0;false;0.0;0.0;20.0;'small';0.0;{122524.69036929768,17011.05078811009,0.0};0.0;2.0;'Troupeau593';false;0.0;0.0;'ras';0.0;0.0;false
594;0.0;true;true;0.0;true;0.0;0.0;6.0;'small';0.0;{13917.058371568335,64053.95667127873,0.0};0.0;0.0;'Troupeau594';false;0.0;0.0;'ras';0.0;0.0;false
595;0.0;true;true;0.0;false;0.0;0.0;6.0;'small';0.0;{72859.89382762245,59853.697217424386,0.0};0.0;0.0;'Troupeau595';false;0.0;0.0;'ras';0.0;0.0;false
596;0.0;true;true;0.0;false;0.0;0.0;30.0;'medium';0.0;{103422.84554557643,66154.0863982059,0.0};0.0;3.0;'Troupeau596';false;0.0;0.0;'ras';0.0;0.0;false
597;0.0;true;true;0.0;true;0.0;0.0;96.0;'large';0.0;{7367.854432006765,65314.03450743503,0.0};0.0;9.0;'Troupeau597';false;0.0;0.0;'ras';0.0;0.0;false
598;0.0;true;true;0.0;false;0.0;0.0;-32.0;'large';0.0;{50483.44703412042,63633.9307258933,0.0};0.0;-4.0;'Troupeau598';false;0.0;0.0;'ras';0.0;0.0;false
599;0.0;false;true;0.0;true;0.0;0.0;47.0;'medium';0.0;{1364.4174874086602,22891.41402350617,0.0};0.0;4.0;'Troupeau599';false;0.0;0.0;'ras';0.0;0.0;false
600;0.0;false;true;0.0;false;0.0;0.0;32.0;'medium';0.0;{107788.98150528414,76234.70908745631,0.0};0.0;3.0;'Troupeau600';false;0.0;0.0;'ras';0.0;0.0;false
601;0.0;true;true;0.0;true;0.0;0.0;20.0;'small';0.0;{101785.54456068604,1890.1167542344542,0.0};0.0;2.0;'Troupeau601';false;0.0;0.0;'ras';0.0;0.0;false
602;0.0;false;true;0.0;false;0.0;0.0;169.0;'large';0.0;{114338.18544484572,80854.9944866961,0.0};0.0;16.0;'Troupeau602';false;0.0;0.0;'ras';0.0;0.0;false
603;0.0;false;true;0.0;false;0.0;0.0;32.0;'medium';0.0;{103968.6125405399,72034.44963360198,0.0};0.0;3.0;'Troupeau603';false;0.0;0.0;'ras';0.0;0.0;false
604;0.0;false;true;0.0;false;0.0;0.0;7.0;'small';0.0;{117067.02041966304,85475.27988593587,0.0};0.0;0.0;'Troupeau604';false;0.0;0.0;'ras';0.0;0.0;false
605;0.0;true;true;0.0;false;0.0;0.0;42.0;'medium';0.0;{57032.65097368199,81695.04637746696,0.0};0.0;4.0;'Troupeau605';false;0.0;0.0;'ras';0.0;0.0;false
606;0.0;false;true;0.0;false;0.0;0.0;35.0;'medium';0.0;{101785.54456068604,86315.33177670673,0.0};0.0;3.0;'Troupeau606';false;0.0;0.0;'ras';0.0;0.0;false
607;0.0;true;true;0.0;true;0.0;0.0;35.0;'large';0.0;{36293.50516507036,28351.751313516816,0.0};0.0;3.0;'Troupeau607';false;0.0;0.0;'ras';0.0;0.0;false
608;0.0;true;true;0.0;true;0.0;0.0;33.0;'medium';0.0;{6276.3204420798365,57753.56749049722,0.0};0.0;3.0;'Troupeau608';false;0.0;0.0;'ras';0.0;0.0;false
609;0.0;false;true;0.0;false;0.0;0.0;30.0;'medium';0.0;{121978.92337433422,77074.76097822719,0.0};0.0;3.0;'Troupeau609';false;0.0;0.0;'ras';0.0;0.0;false
610;0.0;true;true;0.0;false;0.0;0.0;30.0;'medium';0.0;{120887.38938440729,10710.661607328575,0.0};0.0;3.0;'Troupeau610';false;0.0;0.0;'ras';0.0;0.0;false
611;0.0;true;true;0.0;false;0.0;0.0;196.0;'large';0.0;{54303.81599886467,41792.58156585071,0.0};0.0;19.0;'Troupeau611';false;0.0;0.0;'ras';0.0;0.0;false
612;0.0;false;true;0.0;false;0.0;0.0;12.0;'small';0.0;{272.88349748173204,10290.63566194314,0.0};0.0;1.0;'Troupeau612';false;0.0;0.0;'ras';0.0;0.0;false
613;0.0;false;true;0.0;false;0.0;0.0;187.0;'large';0.0;{121433.15637937075,66154.0863982059,0.0};0.0;18.0;'Troupeau613';false;0.0;0.0;'ras';0.0;0.0;false
614;0.0;true;true;0.0;true;0.0;6.0;15.0;'minifarm';0.0;{69585.29185784167,17011.05078811009,0.0};0.0;12.0;'Troupeau614';true;0.0;0.0;'cell8597';0.0;0.0;false
615;0.0;false;true;0.0;false;0.0;0.0;1.0;'large';0.0;{108334.74850024762,79594.91665053979,0.0};0.0;0.0;'Troupeau615';false;0.0;0.0;'ras';0.0;0.0;false
616;0.0;true;true;0.0;true;0.0;0.0;12.0;'small';0.0;{78317.56377725709,70354.34585206024,0.0};0.0;1.0;'Troupeau616';false;0.0;0.0;'ras';0.0;0.0;false
617;0.0;false;true;0.0;false;0.0;0.0;20.0;'medium';0.0;{122524.69036929768,45992.841019705054,0.0};0.0;2.0;'Troupeau617';false;0.0;0.0;'ras';0.0;0.0;false
618;0.0;true;true;0.0;false;0.0;0.0;115.0;'large';0.0;{77771.79678229363,53133.28209125744,0.0};0.0;11.0;'Troupeau618';false;0.0;0.0;'ras';0.0;0.0;false
619;0.0;true;true;0.0;false;0.0;0.0;45.0;'medium';0.0;{99056.70958586872,46832.89291047592,0.0};0.0;4.0;'Troupeau619';false;0.0;0.0;'ras';0.0;0.0;false
620;0.0;true;true;0.0;false;0.0;0.0;56.0;'medium';0.0;{1910.1844823721242,85055.25394055044,0.0};0.0;5.0;'Troupeau620';false;0.0;0.0;'ras';0.0;0.0;false
621;0.0;true;true;0.0;false;0.0;0.0;36.0;'medium';0.0;{48300.37905426657,54393.359927413745,0.0};0.0;3.0;'Troupeau621';false;0.0;0.0;'ras';0.0;0.0;false
622;0.0;true;true;0.0;true;0.0;7.0;15.0;'minifarm';0.0;{60853.01993842624,9870.609716557705,0.0};0.0;12.0;'Troupeau622';true;0.0;0.0;'cell4231';0.0;0.0;false
623;0.0;false;true;0.0;false;0.0;0.0;28.0;'medium';0.0;{123616.22435922461,57333.54154511178,0.0};0.0;2.0;'Troupeau623';false;0.0;0.0;'ras';0.0;0.0;false
624;0.0;true;true;0.0;false;0.0;0.0;43.0;'medium';0.0;{14462.825366531799,80854.9944866961,0.0};0.0;4.0;'Troupeau624';false;0.0;0.0;'ras';0.0;0.0;false
625;0.0;true;true;0.0;false;0.0;5.0;28.0;'large';0.0;{101785.54456068604,19951.23240580813,0.0};0.0;2.0;'Troupeau625';true;0.0;0.0;'cell10944';0.0;0.0;false
626;0.0;true;true;0.0;true;0.0;10.0;15.0;'minifarm';0.0;{65219.155898133955,15330.94700656835,0.0};0.0;12.0;'Troupeau626';true;0.0;0.0;'cell6757';0.0;0.0;false
627;0.0;false;true;0.0;false;0.0;0.0;43.0;'medium';0.0;{105060.14653046682,76654.73503284175,0.0};0.0;4.0;'Troupeau627';false;0.0;0.0;'ras';0.0;0.0;false
628;0.0;true;true;0.0;true;0.0;0.0;36.0;'medium';0.0;{112155.11746499187,57753.56749049722,0.0};0.0;3.0;'Troupeau628';false;0.0;0.0;'ras';0.0;0.0;false
629;0.0;true;true;0.0;false;0.0;0.0;88.0;'large';0.0;{12279.757386677942,86315.33177670673,0.0};0.0;8.0;'Troupeau629';false;0.0;0.0;'ras';0.0;0.0;false
630;0.0;false;true;0.0;false;0.0;0.0;4.0;'small';0.0;{124161.99135418807,62793.87883512243,0.0};0.0;0.0;'Troupeau630';false;0.0;0.0;'ras';0.0;0.0;false
631;0.0;true;true;0.0;true;0.0;0.0;139.0;'large';0.0;{60307.25294346278,19111.18051503726,0.0};0.0;13.0;'Troupeau631';false;0.0;0.0;'ras';0.0;0.0;false
632;0.0;true;true;0.0;false;0.0;0.0;-21.0;'large';0.0;{111609.3504700284,11970.739443484877,0.0};0.0;-3.0;'Troupeau632';false;0.0;0.0;'ras';0.0;0.0;false
633;0.0;true;true;0.0;true;0.0;0.0;30.0;'medium';0.0;{18828.96132623951,56493.48965434091,0.0};0.0;3.0;'Troupeau633';false;0.0;0.0;'ras';0.0;0.0;false
634;0.0;true;true;0.0;false;0.0;0.0;46.0;'medium';0.0;{21012.02930609337,65734.06045282046,0.0};0.0;4.0;'Troupeau634';false;0.0;0.0;'ras';0.0;0.0;false
635;0.0;true;true;0.0;true;0.0;0.0;57.0;'medium';0.0;{1910.1844823721242,52713.256145872,0.0};0.0;5.0;'Troupeau635';false;0.0;0.0;'ras';0.0;0.0;false
636;0.0;false;true;0.0;false;0.0;0.0;42.0;'medium';0.0;{103422.84554557643,80434.96854131066,0.0};0.0;4.0;'Troupeau636';false;0.0;0.0;'ras';0.0;0.0;false
637;0.0;true;true;0.0;true;0.0;0.0;48.0;'medium';0.0;{4639.019457189444,71614.42368821654,0.0};0.0;4.0;'Troupeau637';false;0.0;0.0;'ras';0.0;0.0;false
638;0.0;false;true;0.0;false;0.0;0.0;30.0;'medium';0.0;{115975.4864297361,62373.85288973699,0.0};0.0;3.0;'Troupeau638';false;0.0;0.0;'ras';0.0;0.0;false
639;0.0;true;true;0.0;true;0.0;0.0;45.0;'medium';0.0;{46663.07806937618,48512.99669201766,0.0};0.0;4.0;'Troupeau639';false;0.0;0.0;'ras';0.0;0.0;false
640;0.0;true;true;0.0;true;0.0;6.0;15.0;'minifarm';0.0;{61944.55392835317,8610.531880401402,0.0};0.0;12.0;'Troupeau640';true;0.0;0.0;'cell4231';0.0;0.0;false
641;0.0;true;true;0.0;true;0.0;0.0;39.0;'medium';0.0;{31927.369205362647,26251.621586589645,0.0};0.0;3.0;'Troupeau641';false;0.0;0.0;'ras';0.0;0.0;false
642;0.0;true;true;0.0;false;0.0;8.0;42.0;'medium';0.0;{87049.83569667251,32552.010767371157,0.0};0.0;4.0;'Troupeau642';true;0.0;0.0;'cell16416';0.0;0.0;false
643;0.0;true;true;0.0;true;0.0;0.0;-7.0;'small';0.0;{80500.63175711095,80434.96854131066,0.0};0.0;-1.0;'Troupeau643';false;0.0;0.0;'ras';0.0;0.0;false
644;0.0;false;true;0.0;true;0.0;0.0;37.0;'medium';0.0;{12825.524381641406,27931.72536813138,0.0};0.0;3.0;'Troupeau644';false;0.0;0.0;'ras';0.0;0.0;false
645;0.0;false;true;0.0;false;0.0;0.0;5.0;'small';0.0;{90870.20466141676,74974.63125130002,0.0};0.0;0.0;'Troupeau645';false;0.0;0.0;'ras';0.0;0.0;false
646;0.0;true;true;0.0;true;0.0;0.0;-6.0;'small';0.0;{39022.34013988768,4830.298371932494,0.0};0.0;-1.0;'Troupeau646';false;0.0;0.0;'ras';0.0;0.0;false
647;0.0;true;true;0.0;true;0.0;0.0;216.0;'large';0.0;{48300.37905426657,43052.65940200702,0.0};0.0;21.0;'Troupeau647';false;0.0;0.0;'ras';0.0;0.0;false
648;0.0;false;true;0.0;false;0.0;0.0;179.0;'large';0.0;{104514.37953550337,71614.42368821654,0.0};0.0;17.0;'Troupeau648';false;0.0;0.0;'ras';0.0;0.0;false
649;0.0;true;true;0.0;true;0.0;6.0;15.0;'minifarm';0.0;{113792.41844988226,2310.1426996198884,0.0};0.0;12.0;'Troupeau649';true;0.0;0.0;'cell2267';0.0;0.0;false
650;0.0;true;true;0.0;true;0.0;0.0;70.0;'large';0.0;{24832.398270837617,56493.48965434091,0.0};0.0;7.0;'Troupeau650';false;0.0;0.0;'ras';0.0;0.0;false
651;0.0;true;true;0.0;true;0.0;6.0;15.0;'minifarm';0.0;{57032.65097368199,19111.18051503726,0.0};0.0;12.0;'Troupeau651';true;0.0;0.0;'cell11553';0.0;0.0;false
652;0.0;true;true;0.0;false;0.0;0.0;36.0;'medium';0.0;{37930.80614996075,43892.71129277789,0.0};0.0;3.0;'Troupeau652';false;0.0;0.0;'ras';0.0;0.0;false
653;0.0;true;true;0.0;false;0.0;0.0;3.0;'small';0.0;{113246.65145491879,59433.671272038955,0.0};0.0;0.0;'Troupeau653';false;0.0;0.0;'ras';0.0;0.0;false
654;0.0;true;true;0.0;true;0.0;9.0;15.0;'minifarm';0.0;{46117.31107441271,14070.869170412048,0.0};0.0;12.0;'Troupeau654';true;0.0;0.0;'cell9242';0.0;0.0;false
655;0.0;true;true;0.0;true;0.0;0.0;8.0;'small';0.0;{48300.37905426657,50193.100473559396,0.0};0.0;0.0;'Troupeau655';false;0.0;0.0;'ras';0.0;0.0;false
656;0.0;true;true;0.0;true;0.0;4.0;15.0;'minifarm';0.0;{116521.25342469958,45992.841019705054,0.0};0.0;12.0;'Troupeau656';true;0.0;0.0;'cell24714';0.0;0.0;false
657;0.0;true;true;0.0;true;0.0;0.0;127.0;'large';0.0;{66310.68988806088,6510.402153474231,0.0};0.0;12.0;'Troupeau657';false;0.0;0.0;'ras';0.0;0.0;false
658;0.0;true;true;0.0;true;0.0;4.0;15.0;'minifarm';0.0;{114883.95243980919,41792.58156585071,0.0};0.0;12.0;'Troupeau658';true;0.0;0.0;'cell22421';0.0;0.0;false
659;0.0;true;true;0.0;true;0.0;8.0;15.0;'minifarm';0.0;{115429.71943477265,28771.77725890225,0.0};0.0;12.0;'Troupeau659';true;0.0;0.0;'cell14179';0.0;0.0;false
